year,month,day,doc,bay,region,latitude,longitude,TL_mm
2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,77
2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,40
2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,51
2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,32
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,63
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,63
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,74
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1093,-156.4602,64
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1093,-156.4602,65
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1093,-156.4602,66
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1048,-156.4586,55
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1048,-156.4586,69
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1048,-156.4586,52
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,68
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,61
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,57
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,56
2018,Aug,15,227,Agripina Bay,Agripina Bay,57.1071,-156.4564,62
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,61
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,45
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,59
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.057,-153.7047,42
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.057,-153.7047,48
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.057,-153.7047,55
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,55
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,58
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,57
2018,July,9,190,Kaiugnak Bay,Kaiugnak Bay,57.0708,-153.6749,56
2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,34
2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,64
2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,71
2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,57
2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,43
2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,74
2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,52
2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,65
2018,July,16,197,Agripina Bay,Agripina Bay,57.1047,-156.4584,44
2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,43
2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,68
2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,56
2018,July,16,197,Agripina Bay,Agripina Bay,57.1071,-156.4565,53
2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,44
2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,45
2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,50
2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,53
2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,56
2018,July,26,207,Sand Point,Shumagin Islands,55.3204,-160.5207,69
2018,July,26,207,Sand Point,Shumagin Islands,55.3204,-160.5207,55
2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,57
2018,July,26,207,Sand Point,Shumagin Islands,55.2535,-160.5241,64
2018,July,26,207,Sand Point,Shumagin Islands,55.3204,-160.5207,57
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,36
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,75
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,58
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,54
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,49
2019,July,7,188,Agripina Bay,Agripina Bay,57.1071,-156.4564,44
2019,Aug,7,219,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,65
2019,Aug,7,219,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,75
2019,Aug,7,219,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,60
2019,Aug,7,219,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,59
2019,Aug,7,219,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6528,63
2019,Aug,7,219,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,77
2019,Aug,7,219,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,79
2019,Aug,7,219,Kaiugnak Bay,Kaiugnak Bay,57.0571,-153.7032,75
2019,July,21,202,Sand Point,Shumagin Islands,55.3201,-160.5241,56
2019,July,21,202,Sand Point,Shumagin Islands,55.3201,-160.5241,58
2019,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4716,60
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,52
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,63
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,45
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,50
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,50
2019,July,7,188,Agripina Bay,Agripina Bay,57.1071,-156.4564,38
2019,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4716,47
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,35
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,52
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,45
2019,July,7,188,Agripina Bay,Agripina Bay,57.105,-156.4581,57
2020,Aug,1,214,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.703,60
2020,Aug,1,214,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7055,74
2020,Aug,1,214,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7055,73
2020,Aug,1,214,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7055,60
2020,Aug,1,214,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7055,73
2020,Aug,1,214,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7055,90
2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,56
2020,July,6,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,53
2020,July,6,188,Agripina Bay,Agripina Bay,57.1092,-156.4602,48
2020,July,6,188,Agripina Bay,Agripina Bay,57.1092,-156.4602,57
2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,43
2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,39
2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0689,-160.1296,49
2020,July,19,201,Falmouth Bay,Shumagin Islands,55.0685,-160.1126,49
2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,41
2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,52
2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,60
2020,July,20,202,Sand Point,Shumagin Islands,55.3204,-160.5204,57
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,54
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,49
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,65
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,56
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,47
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,46
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,45
2021,Aug,4,216,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,54
2021,Aug,4,216,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,59
2021,Aug,4,216,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,72
2021,Aug,4,216,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,57
2021,Aug,4,216,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,73
2021,Aug,4,216,Kaiugnak Bay,Kaiugnak Bay,57.0535,-153.6533,57
2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,41
2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,51
2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,43
2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,43
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2295,-160.5645,42
2021,July,17,198,Falmouth Bay,Shumagin Islands,55.0636,-160.1169,54
2021,July,21,202,Sand Point,Shumagin Islands,55.3204,-160.5202,41
2022,July,4,185,Agripina Bay,Agripina Bay,57.1042,-156.4766,45
2022,July,4,185,Agripina Bay,Agripina Bay,57.1042,-156.4766,45
2022,July,4,185,Agripina Bay,Agripina Bay,57.1042,-156.4766,46
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,53
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,48
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,47
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,54
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,47
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,54
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,41
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,82
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,80
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,73
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,71
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,76
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,76
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,74
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,74
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,69
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,76
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,74
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,71
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,57
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,55
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,55
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,57
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,52
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,59
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,47
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,54
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,55
2022,July,29,210,Kaiugnak Bay,Kaiugnak Bay,57.0536,-153.6529,49
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,43
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,39
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,42
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,43
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,40
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,40
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,41
2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,73
2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,67
2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,65
2023,July,19,200,Falmouth Bay,Shumagin Islands,55.0695,-160.114,61
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,44
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,39
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,40
2020,July,2,184,Cook Bay,Eastern Kodiak,57.7686,-152.2738,58
2020,July,2,184,Cook Bay,Eastern Kodiak,57.7686,-152.2738,55
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,32
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,32
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,32
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,32
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,32
2022,July,4,185,Agripina Bay,Agripina Bay,57.1093,-156.4602,32
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,32
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,33
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,33
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,33
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,33
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,33
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,33
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,33
2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,33
2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0607,-153.7889,33
2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0558,-153.6505,33
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,33
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,33
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,33
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,33
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,33
2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,34
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2282,-160.5602,34
2021,July,17,198,Falmouth Bay,Shumagin Islands,55.0668,-160.1269,34
2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,34
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,34
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,34
2023,July,7,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,34
2023,July,7,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,34
2021,July,5,186,Agripina Bay,Agripina Bay,57.1092,-156.4602,34
2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,34
2022,July,4,185,Agripina Bay,Agripina Bay,57.1132,-156.4796,34
2022,July,4,185,Agripina Bay,Agripina Bay,57.1046,-156.4717,34
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,34
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,34
2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5518,35
2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5623,35
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,35
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,35
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,35
2021,July,17,198,Falmouth Bay,Shumagin Islands,55.0668,-160.1269,35
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,35
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,35
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,35
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,35
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,35
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,35
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,35
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2295,-160.5645,35
2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,35
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,35
2020,July,6,188,Agripina Bay,Agripina Bay,57.1045,-156.4714,35
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,35
2021,July,5,186,Agripina Bay,Agripina Bay,57.1092,-156.4602,35
2022,July,4,185,Agripina Bay,Agripina Bay,57.1093,-156.4602,35
2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.6348,35
2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.6348,35
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,35
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,35
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,35
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,35
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,35
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,35
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,36
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,36
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,36
2018,July,26,207,Sand Point,Shumagin Islands,55.3204,-160.5207,36
2023,July,24,205,Sand Point,Shumagin Islands,55.3203,-160.5207,36
2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,36
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,36
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,36
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,36
2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,36
2022,July,15,196,Baralof Bay,Shumagin Islands,55.2304,-160.5484,36
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,36
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,36
2023,July,7,188,Agripina Bay,Agripina Bay,57.1049,-156.4585,36
2021,July,5,186,Agripina Bay,Agripina Bay,57.1073,-156.4562,36
2022,July,4,185,Agripina Bay,Agripina Bay,57.1093,-156.4602,36
2022,July,4,185,Agripina Bay,Agripina Bay,57.1093,-156.4602,36
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,36
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,36
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,36
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,36
2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.228,-160.5598,37
2018,Aug,1,213,Baralof Bay,Shumagin Islands,55.2293,-160.5518,37
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,37
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,37
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0691,-160.1299,37
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,37
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,37
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,37
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,37
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,37
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,37
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,37
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,37
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,37
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0669,-160.1267,37
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,37
2023,July,24,205,Sand Point,Shumagin Islands,55.3203,-160.5207,37
2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,37
2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,37
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,37
2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,37
2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,37
2022,July,15,196,Baralof Bay,Shumagin Islands,55.2293,-160.5515,37
2022,July,15,196,Baralof Bay,Shumagin Islands,55.2304,-160.5484,37
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,37
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0692,-160.1136,37
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,37
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,37
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,37
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,37
2022,July,14,195,Falmouth Bay,Shumagin Islands,55.0685,-160.1127,37
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,37
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,37
2023,July,7,188,Agripina Bay,Agripina Bay,57.1046,-156.4714,37
2021,July,5,186,Agripina Bay,Agripina Bay,57.1133,-156.4794,37
2021,July,5,186,Agripina Bay,Agripina Bay,57.1133,-156.4794,37
2021,July,5,186,Agripina Bay,Agripina Bay,57.1092,-156.4602,37
2021,July,5,186,Agripina Bay,Agripina Bay,57.1045,-156.4714,37
2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,37
2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,37
2021,July,5,186,Agripina Bay,Agripina Bay,57.104,-156.4767,37
2022,July,4,185,Agripina Bay,Agripina Bay,57.1048,-156.4585,37
2022,July,4,185,Agripina Bay,Agripina Bay,57.1093,-156.4602,37
2022,July,4,185,Agripina Bay,Agripina Bay,57.1042,-156.4766,37
2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0572,-153.6348,37
2023,July,3,184,Kaiugnak Bay,Kaiugnak Bay,57.0558,-153.6505,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7796,-152.2638,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,37
2023,June,29,180,Cook Bay,Eastern Kodiak,57.7689,-152.2752,37
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,38
2018,July,30,211,Falmouth Bay,Shumagin Islands,55.0694,-160.1137,38
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0684,-160.1125,38
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,38
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,38
2018,July,29,210,Falmouth Bay,Shumagin Islands,55.0639,-160.1164,38
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2282,-160.5602,38
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2309,-160.5682,38
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2309,-160.5682,38
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2304,-160.5484,38
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5519,38
2020,July,23,205,Baralof Bay,Shumagin Islands,55.2293,-160.5623,38
2020,July,20,202,Sand Point,Shumagin Islands,55.3202,-160.5241,38
2021,July,17,198,Sand Point,Shumagin Islands,55.3204,-160.5202,38
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2294,-160.5626,38
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2294,-160.5626,38
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,38
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,38
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,38
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2293,-160.5518,38
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,38
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,38
2023,July,17,198,Baralof Bay,Shumagin Islands,55.2197,-160.5484,38
2018,July,16,197,Agripina Bay,Agripina Bay,57.1094,-156.4599,38
2018,July,16,197,Agripina Bay,Agripina Bay,57.104,-156.4766,38
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,38
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,38
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,38
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,38
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,38
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,38
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2303,-160.5486,38
2021,July,15,196,Baralof Bay,Shumagin Islands,55.2292,-160.5518,38
